0	0	0	0
0	1	102.851726	62.31038333
0	2	192.425367	109.9378
0	3	8.462652	6.7221
0	4	80.745818	50.35933333
1	0	102.34435	62.30645
1	1	0	0
1	2	107.990796	67.86166667
1	3	108.78092	66.73971667
1	4	147.829955	87.95366667
2	0	194.634505	110.8385333
2	1	108.979916	67.85405
2	2	0	0
2	3	201.071076	115.2718
2	4	233.737885	133.4157833
3	0	6.373982	7.320783333
3	1	109.601958	66.57078333
3	2	199.1756	114.1982
3	3	0	0
3	4	74.420158	45.9517
4	0	76.67396	49.80208333
4	1	147.630949	84.82936667
4	2	231.442326	132.2953667
4	3	72.627038	44.60583333
4	4	0	0
