0	0	0	0.0
0	1	8.462652	6.7221
0	2	8.462652	6.7221
0	3	8.462652	6.7221
0	4	52.441282	33.6113166667
0	5	24.4546	21.2209666667
0	6	80.745818	50.3593333333
0	7	24.4546	21.2209666667
0	8	174.967804	101.221033333
0	9	39.338063	27.92915
0	10	3.003667	3.60431666667
0	11	138.195088	79.21295
0	12	8.462652	6.7221
0	13	71.109578	43.8143833333
0	14	16.230348	13.1454833333
0	15	0.395218	0.47425
0	16	106.783401	61.0100166667
0	17	140.454497	81.4721666667
0	18	80.898858	53.2067166667
0	19	90.371148	54.4675333333
0	20	140.454497	81.4721666667
0	21	97.012657	59.7554166667
0	22	24.4546	21.2209666667
0	23	71.109578	43.8143833333
0	24	0.395218	0.47425
0	25	80.745818	50.3593333333
0	26	24.4546	21.2209666667
0	27	176.450853	100.84145
0	28	71.109578	43.8143833333
0	29	71.109578	43.8143833333
0	30	140.454497	81.4721666667
0	31	141.645386	81.8215666667
0	32	80.543234	47.1533333333
0	33	90.057849	54.3567666667
0	34	71.109578	43.8143833333
0	35	0.395218	0.47425
0	36	90.371148	54.4675333333
0	37	71.063829	44.1919333333
0	38	16.473359	13.6315
0	39	90.371148	54.4675333333
0	40	87.553053	53.0101666667
0	41	141.645386	81.8215666667
0	42	16.473359	13.6315
0	43	96.40473	59.2887833333
0	44	0.395218	0.47425
0	45	138.195088	79.21295
0	46	39.338063	27.92915
0	47	90.057849	54.3567666667
0	48	80.745818	50.3593333333
0	49	82.077628	55.3888333333
0	50	14.783576	11.8010833333
0	51	8.462652	6.7221
0	52	96.910483	57.7868333333
0	53	26.190281	20.6815
0	54	27.590768	18.5010833333
0	55	50.492812	34.2697833333
0	56	138.195088	79.21295
0	57	90.057849	54.3567666667
0	58	80.745818	50.3593333333
0	59	176.450853	100.84145
0	60	27.590768	18.5010833333
0	61	80.745818	50.3593333333
0	62	35.756151	26.0220333333
0	63	3.050058	3.66
0	64	16.230348	13.1454833333
0	65	90.371148	54.4675333333
0	66	3.003667	3.60431666667
0	67	141.645386	81.8215666667
0	68	24.4546	21.2209666667
0	69	95.774637	57.8827666667
0	70	24.4546	21.2209666667
0	71	0.395218	0.47425
0	72	97.012657	59.7554166667
0	73	16.473359	13.6315
0	74	80.745818	50.3593333333
0	75	80.745818	50.3593333333
0	76	90.057849	54.3567666667
0	77	103.017491	61.86885
0	78	27.590768	18.5010833333
0	79	14.982906	10.7685666667
0	80	90.057849	54.3567666667
0	81	82.077628	55.3888333333
0	82	3.050058	3.66
0	83	24.4546	21.2209666667
0	84	80.745818	50.3593333333
0	85	27.590768	18.5010833333
0	86	0.395218	0.47425
0	87	86.965966	52.3708166667
0	88	80.745818	50.3593333333
0	89	2.777808	3.3333
0	90	0.395218	0.47425
0	91	80.745818	50.3593333333
0	92	98.751944	58.47035
0	93	24.4546	21.2209666667
0	94	35.680879	25.6981
0	95	14.613934	9.41333333333
0	96	80.745818	50.3593333333
0	97	3.050058	3.66
0	98	80.745818	50.3593333333
0	99	140.454497	81.4721666667
0	100	27.590768	18.5010833333
0	101	3.050058	3.66
0	102	8.462652	6.7221
0	103	3.003667	3.60431666667
0	104	24.4546	21.2209666667
0	105	3.050058	3.66
0	106	14.613934	9.41333333333
0	107	0.395218	0.47425
0	108	13.741436	14.8084833333
0	109	0.395218	0.47425
0	110	52.441282	33.6113166667
0	111	16.230348	13.1454833333
0	112	90.371148	54.4675333333
0	113	26.190281	20.6815
0	114	80.745818	50.3593333333
0	115	24.4546	21.2209666667
0	116	0.395218	0.47425
0	117	24.4546	21.2209666667
0	118	90.057849	54.3567666667
0	119	63.798395	45.8282833333
0	120	8.462652	6.7221
0	121	104.050683	64.8869666667
0	122	138.195088	79.21295
0	123	55.03607	40.9108666667
0	124	24.4546	21.2209666667
0	125	3.050058	3.66
0	126	54.075173	40.0978166667
0	127	90.057849	54.3567666667
0	128	13.741436	14.8084833333
0	129	90.057849	54.3567666667
0	130	154.424858	88.3888833333
0	131	14.613934	9.41333333333
0	132	16.473359	13.6315
0	133	90.371148	54.4675333333
0	134	80.745818	50.3593333333
0	135	24.4546	21.2209666667
0	136	101.065432	59.0249
0	137	114.810495	71.3810666667
0	138	143.85676	84.4944166667
0	139	3.003667	3.60431666667
0	140	19.314967	14.6915
0	141	80.745818	50.3593333333
