0	0	0	0.0
0	1	84.345746	49.5375833333
0	2	108.158432	61.6060833333
0	3	121.52318	68.6466
0	4	0.39722	0.47665
0	5	27.167652	23.61735
1	0	85.223038	50.4498833333
1	1	0	0.0
1	2	36.093292	23.8653833333
1	3	39.318943	26.2257833333
1	4	85.620258	50.92655
1	5	105.225003	70.8676833333
2	0	96.485553	60.8779333333
2	1	36.339872	24.4661166667
2	2	0	0.0
2	3	73.517306	43.5751333333
2	4	96.882773	61.3546
2	5	116.487517	81.2957333333
3	0	123.040157	70.3928166667
3	1	41.078155	26.2824166667
3	2	73.910411	43.8083166667
3	3	0	0.0
3	4	123.437376	70.8694833333
3	5	143.042121	90.8106166667
4	0	0.39722	0.47665
4	1	84.742966	50.01425
4	2	108.555652	62.08275
4	3	121.920399	69.1232666667
4	4	0	0.0
4	5	24.498599	23.2307166667
5	0	24.81451	23.82585
5	1	103.352448	69.1641666667
5	2	127.165133	81.2326666667
5	3	140.529881	88.2731833333
5	4	24.417291	23.3491833333
5	5	0	0.0
